employee_id,first_name,last_name,gender,aadhaar_id,pan_id,state,city,region,hiredate,department,job_title,education_level,salary,performance_rating,overtime,company_name,birthdate,termdate
00-77678148,Teerth,Mani,Female,334148115718,YKISO4114H,Tamil Nadu,Chennai,South,2024-08-31,IT,System Administrator,Bachelor,126266,Satisfactory,No,Infosys,2002-02-10,
00-69010486,Ekapad,Mittal,Male,645885920717,XVUAX0012W,Maharashtra,Mumbai,West,2017-04-19,Finance,Financial Analyst,Bachelor,141107,Satisfactory,Yes,TCS,1979-09-27,
00-27242989,Mahika,Raj,Female,242531951455,ILEQC4937E,Telangana,Nizamabad,South,2020-03-05,Sales,Sales Representative,Bachelor,58798,Satisfactory,No,Zomato,1973-11-28,
00-97044691,Panini,Jayaraman,Female,136044026939,ETBHQ5591R,Tamil Nadu,Coimbatore,South,2019-09-22,Operations,Inventory Specialist,Bachelor,97419,Good,No,Reliance,2002-09-29,
00-54680386,Aadi,Minhas,Female,794519600704,ZTXJB7507X,Karnataka,Mysuru,South,2017-12-13,Operations,Inventory Specialist,Bachelor,116456,Excellent,No,TCS,1994-08-30,
00-35817978,Indrajit,Bora,Female,706303516450,CHQWN6413B,Maharashtra,Mumbai,West,2023-10-21,Customer Service,Customer Service Manager,Bachelor,92714,Satisfactory,No,BYJU'S,1975-10-13,
00-88745704,Omaja,Chatterjee,Male,795220630280,BBHAX2058E,Telangana,Warangal,South,2022-09-07,IT,Software Engineer,Bachelor,151753,Good,No,HCL Technologies,1976-10-01,
00-30987235,Owen,Chaudry,Male,713928000774,LGYJQ3453K,Tamil Nadu,Coimbatore,South,2024-05-16,Customer Service,Help Desk Technician,High School,127775,Good,No,HCL Technologies,2004-04-11,
00-92936657,Chakrika,Vaidya,Female,256188007093,PAQXB1150H,Maharashtra,Pune,West,2017-03-24,Marketing,Content Creator,High School,126506,Good,No,HDFC Bank,2002-04-08,
00-77817450,Mekhala,Wali,Male,558450631205,WRNYW1661Y,Telangana,Nizamabad,South,2015-09-26,Operations,Logistics Coordinator,Bachelor,117485,Needs Improvement,No,TCS,1974-06-14,
00-46144020,Sarthak,Sagar,Female,676072362032,ZADJD3770M,Delhi,Rohini,North,2020-04-05,Operations,Logistics Coordinator,Bachelor,122561,Good,No,Ola Cabs,1984-11-01,
00-20712263,Avi,Krishna,Male,514771091766,BJFOR5003H,Gujarat,Surat,West,2017-05-22,IT,System Administrator,Bachelor,86259,Satisfactory,Yes,Reliance,1989-04-30,
00-40298331,Krishna,Yohannan,Female,639354269896,JEPQN8738H,Maharashtra,Mumbai,West,2021-12-22,IT,IT Support Specialist,High School,53482,Good,No,Paytm,1993-03-24,
00-86122703,Lila,Uppal,Male,576174164012,BKJMW3031G,West Bengal,Howrah,East,2015-11-25,Operations,Inventory Specialist,Bachelor,85667,Good,No,Ola Cabs,1973-12-03,
00-64235452,Anthony,Kalita,Female,334222898225,QFIZS7899H,Telangana,Hyderabad,South,2020-05-17,Marketing,Digital Marketing Associate,Bachelor,113349,Satisfactory,No,BYJU'S,2003-03-09,
00-50184103,Vihaan,Aggarwal,Male,961613821712,VKNEB3593D,Maharashtra,Nagpur,West,2017-01-11,Finance,Accounts Executive,Bachelor,142494,Satisfactory,No,ICICI Bank,1974-11-13,
00-96932756,Thomas,Sur,Male,164512301968,UWKVA3650K,Telangana,Warangal,South,2023-09-06,Operations,Inventory Specialist,Bachelor,79305,Good,No,L&T,1975-04-12,
00-87257259,Vedant,Ratti,Female,727152327036,IYSPR9563Y,Tamil Nadu,Coimbatore,South,2017-09-23,Sales,Sales Specialist,Bachelor,72141,Satisfactory,No,BYJU'S,2004-12-18,
00-18014193,Farhan,Padmanabhan,Male,647240692406,ZWQVM5503T,Uttar Pradesh,Lucknow,North,2017-07-29,Operations,Inventory Specialist,High School,88471,Satisfactory,No,Tech Mahindra,1977-09-23,
00-95761592,Pratyush,Dhillon,Female,779277991919,JBBCV6091E,Maharashtra,Mumbai,West,2016-10-11,IT,Software Engineer,Bachelor,96376,Good,No,Infosys,1983-05-19,
00-62097587,Ishaan,Ganesh,Male,493635573095,OSREX9336C,Telangana,Warangal,South,2023-06-25,Operations,Operations Analyst,Master,68554,Satisfactory,No,TCS,2000-10-03,
00-85968420,Dalbir,Rajagopal,Male,833095621269,CWWAG5190L,Karnataka,Mysuru,South,2022-05-01,Operations,Logistics Coordinator,Bachelor,136933,Satisfactory,No,Flipkart,2005-04-26,
00-85695447,Udant,Mammen,Male,293095607027,UKFJL4425B,Uttar Pradesh,Lucknow,North,2023-01-24,Marketing,Digital Marketing Associate,Bachelor,60240,Satisfactory,Yes,HDFC Bank,1990-04-21,
00-48634956,Aishani,Bedi,Female,346378501093,GEQBH5355M,Karnataka,Mangaluru,South,2023-05-18,Customer Service,Help Desk Technician,Bachelor,87452,Good,Yes,Reliance,1994-11-09,
00-93761722,Maanav,Chandra,Female,442927094709,TPZUW3200X,Uttar Pradesh,Lucknow,North,2024-01-30,Customer Service,Help Desk Technician,High School,90744,Satisfactory,No,Wipro,1970-06-04,
00-64836570,Siya,Garde,Female,108877261425,ALWKP0212A,Gujarat,Surat,West,2018-02-16,Operations,Operations Manager,Bachelor,57792,Excellent,No,Reliance,1979-08-29,
00-30794840,Naksh,Mand,Female,747567438401,JTFBY6007I,Karnataka,Mangaluru,South,2024-06-24,Customer Service,Support Specialist,High School,89968,Satisfactory,Yes,Flipkart,1993-07-31,
00-65315995,Zilmil,Hans,Male,506542196205,TSUMA0682V,West Bengal,Asansol,East,2019-01-08,Finance,Accounts Executive,Bachelor,94063,Satisfactory,No,TCS,1975-09-04,
00-83758895,Ishaan,Sekhon,Male,199880226219,VBMRQ3084R,Uttar Pradesh,Kanpur,North,2018-09-11,Operations,Operations Analyst,Bachelor,86514,Good,Yes,ICICI Bank,2001-11-01,
00-23803411,Nandini,Bera,Female,179810282623,AHESB5787T,Karnataka,Mangaluru,South,2020-11-05,Finance,Financial Analyst,PhD,70293,Good,Yes,ICICI Bank,1961-04-28,
00-60843054,Varsha,Natt,Female,686341280293,HDTMW8212J,Tamil Nadu,Coimbatore,South,2020-09-04,HR,Recruiter,High School,126281,Excellent,Yes,L&T,1998-01-21,
00-11342740,Zayyan,Sood,Male,373513051911,KIBNE1587H,Tamil Nadu,Madurai,South,2023-11-22,Finance,Financial Analyst,Bachelor,136256,Needs Improvement,No,HCL Technologies,1997-10-18,
00-27270133,Saumya,Bhandari,Male,633634150502,VWTPV2720G,Karnataka,Bengaluru,South,2018-04-25,IT,Software Engineer,Bachelor,100661,Good,Yes,Wipro,1984-12-18,
00-87171375,Krishna,Chhabra,Male,240936498385,KJNYP6765P,Maharashtra,Mumbai,West,2017-06-28,Marketing,SEO Specialist,High School,104398,Satisfactory,No,Flipkart,1966-02-05,
00-51684587,Indrajit,Mallick,Male,412240824861,RWMOQ3303H,Maharashtra,Mumbai,West,2022-07-18,Operations,Logistics Coordinator,Bachelor,67369,Good,No,BYJU'S,1998-02-22,
00-13440512,Nimrat,Nayak,Female,723746774381,KMKLW9618P,Karnataka,Mysuru,South,2022-12-26,Operations,Inventory Specialist,High School,115215,Good,No,BYJU'S,1976-08-03,
00-27145869,Ishani,Varughese,Male,695187908861,BMIAX7973F,Tamil Nadu,Madurai,South,2021-09-26,IT,Software Engineer,Bachelor,127776,Good,Yes,Paytm,1990-12-30,
00-89206949,Harsh,Andra,Male,943950391187,GJQQS1499G,Maharashtra,Mumbai,West,2016-06-06,Sales,Sales Representative,Bachelor,131971,Satisfactory,No,Ola Cabs,1991-10-30,
00-56511928,Waida,Kakar,Male,563388612341,XWPAF7312K,Gujarat,Ahmedabad,West,2024-08-18,Operations,Operations Analyst,Master,76479,Good,Yes,Wipro,1967-09-04,
00-23110762,Dhriti,Ray,Female,823694580454,FVUNX9779K,Telangana,Hyderabad,South,2017-11-10,Finance,Accounts Executive,Bachelor,89257,Good,No,L&T,1995-08-30,
00-76127455,Girindra,Reddy,Female,481089648808,PQXWW0930I,Maharashtra,Nagpur,West,2015-03-14,Customer Service,Support Executive,Bachelor,108461,Good,No,ICICI Bank,1978-12-26,
00-57774705,Girindra,Ganguly,Female,912864437900,INDQE9802N,Telangana,Hyderabad,South,2020-08-05,Customer Service,Support Specialist,Bachelor,71548,Satisfactory,Yes,Zomato,1966-04-04,
00-95899493,Jeevika,Pandey,Female,594977791946,GZSOT8340T,Telangana,Nizamabad,South,2024-06-12,Sales,Business Development Executive,PhD,67525,Satisfactory,No,Flipkart,1972-05-31,
00-73294021,Pranav,Sachdeva,Female,616089310426,TWJAC8050U,Uttar Pradesh,Kanpur,North,2018-02-07,Marketing,SEO Specialist,Bachelor,88493,Satisfactory,No,Infosys,1966-02-15,
00-22260648,Dalaja,Roy,Male,937763209885,JMATO0585G,Maharashtra,Nagpur,West,2016-03-20,Marketing,Digital Marketing Associate,Bachelor,66846,Satisfactory,No,Tech Mahindra,1971-01-25,
00-59382544,Yashica,Bobal,Female,326075072990,RANPO2754G,Maharashtra,Pune,West,2020-02-02,Customer Service,Support Specialist,Bachelor,103115,Needs Improvement,No,BYJU'S,1970-04-07,
00-67120260,Siddharth,Vora,Male,430372000011,TPZVR9689X,Uttar Pradesh,Noida,North,2023-11-07,Operations,Logistics Coordinator,Bachelor,108699,Satisfactory,No,ICICI Bank,1995-07-01,
00-92931168,Chatresh,Ramanathan,Male,879144257147,TOUXO8074Q,Uttar Pradesh,Kanpur,North,2019-07-13,IT,IT Support Specialist,Bachelor,121203,Good,Yes,Paytm,1992-10-31,
00-82431935,Ojas,Batta,Male,204452128583,TTBNY1614U,Telangana,Nizamabad,South,2024-02-11,Operations,Inventory Specialist,High School,108976,Good,No,L&T,1970-09-01,
00-34481315,Sarthak,Arya,Female,708067128382,QIZPJ6558D,West Bengal,Howrah,East,2023-07-01,Operations,Logistics Coordinator,Bachelor,102376,Satisfactory,Yes,Paytm,1985-04-17,
00-25454620,Pooja,Tak,Male,873159531955,HWJZN9017V,Maharashtra,Pune,West,2023-05-07,Customer Service,Help Desk Technician,Bachelor,105215,Satisfactory,Yes,BYJU'S,1968-11-26,
00-42361971,Onveer,Contractor,Male,798870365644,ELNYI5422M,Tamil Nadu,Madurai,South,2017-05-22,IT,System Administrator,Master,101121,Good,Yes,Wipro,1993-10-05,
00-53903273,Robert,Sama,Male,404633724726,QDVVQ8875G,Maharashtra,Pune,West,2020-12-02,Operations,Logistics Coordinator,Bachelor,83722,Good,No,ICICI Bank,1981-05-18,
00-75188284,Wyatt,Bose,Female,461741892426,ACNYY1105A,Maharashtra,Mumbai,West,2021-06-21,Marketing,SEO Specialist,Bachelor,121054,Good,No,Flipkart,1978-06-15,
00-39517855,Forum,Loyal,Female,159257751784,MVSZD4082L,West Bengal,Asansol,East,2016-07-30,Sales,Business Development Executive,Master,109015,Good,No,HCL Technologies,1988-01-26,
00-69074840,Chakradev,Mukherjee,Female,111155738130,JJAYN3042M,Maharashtra,Nagpur,West,2022-09-08,IT,System Administrator,Bachelor,102291,Needs Improvement,No,HCL Technologies,1995-07-23,
00-58796857,Daksh,Kibe,Female,196732082493,CPVNF0398P,Tamil Nadu,Coimbatore,South,2017-06-23,Customer Service,Help Desk Technician,Bachelor,93405,Good,No,Ola Cabs,1966-07-25,
00-32257456,Nihal,Parikh,Female,682956044504,RRHCW5944J,Uttar Pradesh,Lucknow,North,2016-09-30,Sales,Sales Representative,Bachelor,55089,Satisfactory,No,Paytm,2002-09-23,
00-24189678,Kamya,Varty,Male,576553161633,GAUJF7810I,Maharashtra,Pune,West,2016-10-10,Sales,Sales Specialist,PhD,86271,Good,Yes,Tech Mahindra,1994-01-08,
00-51047136,Yahvi,Kar,Female,392381756577,JICTS8352W,Uttar Pradesh,Lucknow,North,2017-05-05,Operations,Logistics Coordinator,Bachelor,74839,Satisfactory,Yes,HDFC Bank,1993-10-10,
00-43750253,Oviya,Keer,Female,640595073335,KDZRR7912U,Uttar Pradesh,Lucknow,North,2019-09-05,Customer Service,Help Desk Technician,High School,61480,Satisfactory,Yes,Ola Cabs,1991-12-11,
00-23378664,Jatin,Dua,Male,497847443187,UFVRJ0607T,Delhi,Rohini,North,2022-06-25,Sales,Business Development Executive,Master,104949,Good,No,ICICI Bank,1973-07-25,
00-25189723,Arya,Kamdar,Male,595170391567,XIMGZ5307B,Maharashtra,Mumbai,West,2024-08-08,Operations,Operations Analyst,Master,116993,Good,No,TCS,1972-10-07,
00-34016781,Mitesh,Dhillon,Female,690860430419,OAQCS6401J,Karnataka,Mangaluru,South,2020-11-28,Sales,Business Development Executive,PhD,109031,Satisfactory,No,Flipkart,1992-08-05,
00-20397134,Hema,Cherian,Female,916523289361,WHYPY5474J,Tamil Nadu,Chennai,South,2020-06-08,Operations,Operations Analyst,Bachelor,69413,Satisfactory,Yes,Flipkart,1976-01-28,
00-86577411,Anita,Boase,Male,500377217686,TCSKB8990W,Karnataka,Mangaluru,South,2020-10-31,Marketing,SEO Specialist,High School,130812,Good,No,Zomato,1999-08-03,
00-90152664,Qarin,Naidu,Male,526414817090,PVVRR6024F,Karnataka,Bengaluru,South,2023-07-22,Operations,Logistics Coordinator,Bachelor,65048,Good,No,Ola Cabs,1974-08-20,
00-18826165,Ekalinga,Kumar,Male,712893690598,OWJNQ7669N,Uttar Pradesh,Noida,North,2017-10-30,Customer Service,Support Executive,Bachelor,79326,Satisfactory,No,Flipkart,2003-08-25,
00-35506076,Oviya,Gola,Male,107750884750,QXOUV3352N,Maharashtra,Mumbai,West,2017-11-26,Sales,Sales Representative,Bachelor,94125,Good,No,Infosys,1980-01-26,
00-57334503,Hitesh,Gopal,Male,721040542630,CARJH2824L,West Bengal,Howrah,East,2023-09-15,Operations,Logistics Coordinator,Bachelor,130886,Good,No,HDFC Bank,1973-10-28,
00-38826996,Nidra,Barad,Male,227004285211,ZKRBV9507I,Maharashtra,Mumbai,West,2018-02-14,Operations,Inventory Specialist,High School,89452,Excellent,Yes,BYJU'S,2001-05-24,
00-60640580,Megha,Kaul,Female,455261703670,SESFC4226S,Delhi,New Delhi,North,2024-07-27,IT,IT Support Specialist,High School,86839,Good,No,Wipro,1989-09-22,
00-99710835,Advika,Parmar,Male,211169982189,JAQPN4963A,Gujarat,Vadodara,West,2017-04-04,Operations,Inventory Specialist,High School,64441,Satisfactory,No,Tech Mahindra,1994-03-14,
00-48923706,Sarthak,Krishnamurthy,Male,704601388559,GWDYZ9339F,Karnataka,Bengaluru,South,2017-04-26,Customer Service,Support Specialist,High School,110997,Needs Improvement,No,Wipro,1990-11-05,
00-28344462,Girindra,Murthy,Male,476456594921,KBZHP7066K,Maharashtra,Mumbai,West,2019-05-22,Customer Service,Support Specialist,Bachelor,83247,Good,No,Flipkart,1985-03-19,
00-97146788,Charles,Kibe,Female,258468903397,YIGKR2800Z,Telangana,Hyderabad,South,2024-01-04,Sales,Business Development Executive,PhD,125810,Excellent,No,Paytm,1961-09-15,
00-56049556,Upma,Ratta,Male,285647983303,SDRKO9281F,Telangana,Warangal,South,2021-07-09,Marketing,Content Creator,Bachelor,124767,Good,Yes,Infosys,1985-06-12,
00-22528246,Geetika,Batra,Female,670099733348,WTTPN5032R,Telangana,Nizamabad,South,2018-08-25,Sales,Sales Specialist,Master,64045,Satisfactory,No,Ola Cabs,1981-05-17,
00-21644405,Priya,Mohan,Female,545989725562,VIDQK7032E,Karnataka,Mangaluru,South,2020-05-12,Customer Service,Support Specialist,Bachelor,56311,Good,Yes,Infosys,1988-11-17,
00-41462841,Ucchal,Deshmukh,Male,113239890285,PRWFJ9055K,Karnataka,Bengaluru,South,2017-08-18,Operations,Logistics Coordinator,Bachelor,95227,Good,Yes,Flipkart,1997-10-02,
00-54500268,Azad,Goda,Male,592713840432,QYWDP4587H,Uttar Pradesh,Lucknow,North,2022-09-13,Finance,Financial Analyst,PhD,119884,Satisfactory,Yes,Flipkart,1968-08-31,
00-80192858,Triveni,Sule,Female,860920914481,HEDEC6318K,Uttar Pradesh,Noida,North,2019-08-20,Customer Service,Support Specialist,Bachelor,57374,Good,Yes,Infosys,1972-10-15,
00-17561196,Raghav,Narasimhan,Female,189748435986,YPFKN9030X,Tamil Nadu,Chennai,South,2018-08-25,HR,HR Assistant,Bachelor,78836,Satisfactory,Yes,Tech Mahindra,2003-07-29,
00-77888263,Girik,Sahota,Male,660059072411,XVMHQ3173I,Gujarat,Vadodara,West,2015-05-26,IT,System Administrator,Bachelor,149361,Good,No,Infosys,1972-08-20,
00-76423100,Devansh,Bhavsar,Male,425606251639,LRWMY0296Z,Tamil Nadu,Madurai,South,2016-11-16,Customer Service,Support Executive,High School,115311,Good,Yes,ICICI Bank,1977-12-09,
00-13580851,Tanveer,Singhal,Male,388342834005,TCFYW4156V,Tamil Nadu,Coimbatore,South,2018-03-11,Operations,Inventory Specialist,High School,64809,Good,No,TCS,1979-09-03,
00-80103876,Pushti,Sethi,Male,508210009509,ZMYZL3912M,Maharashtra,Pune,West,2020-01-11,HR,Recruiter,High School,86736,Good,Yes,Infosys,2004-10-10,
00-33334925,Laban,Dara,Female,954319674280,CTWTG8516N,Tamil Nadu,Madurai,South,2016-06-23,Marketing,Marketing Manager,Master,76739,Good,No,Zomato,1961-01-06,
00-68228690,Upkaar,Memon,Female,484879446206,NKKDC8144U,Delhi,Dwarka,North,2023-12-21,Sales,Sales Representative,Bachelor,88123,Excellent,No,Zomato,1966-08-24,
00-13978991,Pranit,Mody,Male,528110767238,TGDIC7036X,Maharashtra,Mumbai,West,2020-02-18,Marketing,Content Creator,High School,107853,Excellent,Yes,Zomato,1985-11-26,
00-38304548,Onveer,Garde,Female,452089003959,QQFLR4423S,Tamil Nadu,Chennai,South,2020-09-25,Customer Service,Help Desk Technician,High School,72510,Excellent,No,HDFC Bank,1992-10-01,
00-98551041,Anamika,Chandra,Male,899980973465,DTIJH5750W,West Bengal,Howrah,East,2020-09-08,IT,Software Engineer,Master,104503,Good,No,HDFC Bank,1974-10-08,
00-74092648,Victor,Bhat,Female,182254436077,EQLJC0958F,Telangana,Nizamabad,South,2016-05-30,Sales,Sales Specialist,Master,60337,Satisfactory,No,BYJU'S,1967-11-30,
00-25993355,Yatan,Goyal,Female,268720180441,CXTRR4087U,Telangana,Warangal,South,2019-09-25,Sales,Business Development Executive,PhD,148595,Excellent,Yes,Wipro,1975-07-29,
00-93309198,Radha,Munshi,Female,358609165858,WTZQI3150K,Gujarat,Vadodara,West,2024-04-22,Sales,Sales Manager,Master,96497,Satisfactory,No,BYJU'S,1984-02-08,
00-13141957,Akshay,Chandra,Female,104804833032,MHXJX9091G,Maharashtra,Pune,West,2019-11-21,Customer Service,Support Specialist,Bachelor,94242,Good,No,ICICI Bank,2000-01-12,
00-18758377,Harish,Mukherjee,Male,325033260670,TGDLA6332Z,Delhi,Dwarka,North,2023-04-16,Customer Service,Help Desk Technician,High School,69314,Good,No,Flipkart,1981-09-10,
00-70874019,Om,Minhas,Female,515093772920,DYIAT0203C,West Bengal,Howrah,East,2018-10-04,IT,Software Engineer,Bachelor,74554,Good,Yes,HCL Technologies,1971-08-25,
00-12649687,Anika,Dugal,Female,756129957412,NVPQC7704Q,Delhi,New Delhi,North,2020-09-01,Operations,Inventory Specialist,Bachelor,115031,Needs Improvement,No,Paytm,1972-09-07,
00-58774701,Azaan,Dugar,Female,805924686658,EQBHL7812F,Karnataka,Bengaluru,South,2018-09-10,Customer Service,Support Executive,Bachelor,99587,Satisfactory,No,Reliance,1998-11-20,
00-47549535,Yash,Pillai,Male,908086227935,GOCZN5305M,Maharashtra,Nagpur,West,2016-01-03,Operations,Logistics Coordinator,Bachelor,138235,Excellent,No,Wipro,1991-11-08,
00-74765603,Darika,Sarna,Female,799924787155,WKAIG5295E,Gujarat,Surat,West,2023-05-30,Sales,Sales Specialist,Bachelor,59426,Needs Improvement,Yes,BYJU'S,1970-02-09,
00-85424196,Gavin,Dalal,Male,716901965634,LLKLX1247E,Tamil Nadu,Chennai,South,2019-09-01,Operations,Inventory Specialist,Bachelor,74627,Satisfactory,No,ICICI Bank,1990-05-03,
00-45510850,Yutika,Sandhu,Male,720742454834,OBZQU7152C,Gujarat,Surat,West,2019-08-28,Sales,Business Development Executive,Master,115251,Good,Yes,Reliance,1983-03-01,
00-21278707,Gayathri,Saha,Male,625764431835,RRJUH3235N,Delhi,Rohini,North,2022-12-27,Operations,Logistics Coordinator,Bachelor,67178,Excellent,No,Wipro,1988-03-13,
00-98535602,Abhiram,Mane,Male,754769759672,YQRGV8979H,Telangana,Hyderabad,South,2016-02-07,Marketing,Digital Marketing Associate,Bachelor,77283,Good,No,Reliance,1976-07-18,
00-18327758,Warda,Panchal,Female,700339592682,SZKXH8865E,West Bengal,Asansol,East,2020-03-11,Sales,Sales Representative,Bachelor,63745,Excellent,Yes,Ola Cabs,1998-08-10,
00-65440842,Dhruv,Hans,Female,842415072028,RKYKP8786N,Telangana,Hyderabad,South,2019-06-20,Sales,Sales Representative,Bachelor,59943,Satisfactory,Yes,Infosys,2002-06-17,
00-72832010,Ekaja,Mukhopadhyay,Female,790721209299,UMRJS3905M,Karnataka,Mysuru,South,2019-10-30,IT,IT Support Specialist,High School,107130,Satisfactory,No,Zomato,1980-07-28,
00-58691024,Krish,Mital,Female,794264914368,QANGG6803E,Tamil Nadu,Madurai,South,2022-11-02,Customer Service,Support Specialist,Bachelor,74942,Good,No,Ola Cabs,1972-08-04,
00-33711330,Girik,Bhalla,Female,907575873385,QUTSA9263N,West Bengal,Kolkata,East,2016-07-04,Sales,Sales Specialist,Master,60774,Satisfactory,No,HDFC Bank,1982-05-22,
00-16353309,Praneel,Rajan,Female,103623944424,XUSAK7676G,Karnataka,Bengaluru,South,2019-11-10,Marketing,Content Creator,Bachelor,112252,Good,Yes,Tech Mahindra,1982-11-21,
00-17990082,Ekavir,Bala,Female,201888920384,QEEOX4238F,Karnataka,Mysuru,South,2015-08-23,Marketing,Digital Marketing Associate,Bachelor,83279,Needs Improvement,No,Paytm,1985-07-01,
00-68740842,Eesha,Rajagopal,Female,294843367498,WPEOI7764Z,Maharashtra,Nagpur,West,2016-04-26,Sales,Sales Representative,Bachelor,92984,Needs Improvement,Yes,Tech Mahindra,1966-09-15,
00-83301608,Amara,Golla,Female,592204737722,CLHWS5736D,Gujarat,Vadodara,West,2023-09-30,Customer Service,Support Specialist,High School,66695,Good,No,BYJU'S,1985-05-02,
00-99608117,Parth,Banik,Male,515141148130,ZZLWF8086Z,Maharashtra,Nagpur,West,2015-08-19,IT,IT Support Specialist,Bachelor,96892,Satisfactory,No,Zomato,1979-04-23,
00-52189430,Owen,Khurana,Female,591193742296,DEHOB5763M,Telangana,Warangal,South,2021-06-24,Customer Service,Customer Service Manager,PhD,104065,Good,Yes,Ola Cabs,1978-09-26,
00-21127204,Lakshmi,Sant,Male,150020213451,ZYAFH3589Z,Tamil Nadu,Chennai,South,2024-07-31,Marketing,Digital Marketing Associate,Bachelor,118800,Satisfactory,No,HDFC Bank,1980-01-04,
00-35373335,Pallavi,Ghose,Female,979385139103,ZERNE0698N,Tamil Nadu,Chennai,South,2017-10-10,Sales,Sales Specialist,Bachelor,69780,Needs Improvement,No,Paytm,1986-11-17,
00-98203048,Idika,Kaur,Female,417534798621,RPLVY4552G,Telangana,Nizamabad,South,2021-03-26,Customer Service,Support Executive,High School,108155,Needs Improvement,No,HDFC Bank,1972-10-14,
00-83997676,Leela,Chander,Male,930003443378,VVLSS5169X,Maharashtra,Mumbai,West,2017-07-26,Operations,Inventory Specialist,Bachelor,126298,Good,No,Flipkart,1999-01-13,
00-53468462,Girik,Bhattacharyya,Female,553517806641,UOUAO6251H,Delhi,Rohini,North,2022-08-16,Operations,Operations Analyst,Master,96540,Good,No,ICICI Bank,1974-10-21,
00-87702108,Rehaan,Babu,Female,833754825658,EVUEL3828A,West Bengal,Howrah,East,2018-11-01,Operations,Logistics Coordinator,Bachelor,118043,Satisfactory,No,ICICI Bank,1966-12-04,
00-59060021,Vihaan,Mody,Male,833416073162,KCNYE9834D,West Bengal,Howrah,East,2017-02-16,Sales,Sales Representative,Bachelor,107163,Excellent,No,HCL Technologies,1991-04-23,
00-75040969,Manthan,Menon,Male,629372310203,TYYPH1347I,Maharashtra,Pune,West,2022-01-01,Sales,Sales Representative,Bachelor,113828,Good,Yes,Flipkart,2003-12-08,
00-23429609,Panini,Goel,Female,636677583108,PLVEQ9715Q,Gujarat,Vadodara,West,2020-07-06,Customer Service,Help Desk Technician,High School,121511,Good,No,Wipro,2004-03-03,
00-39585589,Raghav,Madan,Male,276256661625,EARMR4685E,Telangana,Hyderabad,South,2017-05-30,Customer Service,Support Specialist,High School,114527,Good,No,Wipro,1989-03-08,
00-41540871,Saksham,Mital,Female,397959868906,QMPPQ8052P,Gujarat,Surat,West,2017-09-03,Finance,Accounts Executive,Bachelor,84135,Needs Improvement,No,BYJU'S,1972-02-19,
00-75004367,Victor,Khanna,Male,582109830691,ARLMQ6139N,Tamil Nadu,Madurai,South,2023-04-04,IT,Software Engineer,Bachelor,69601,Satisfactory,No,Tech Mahindra,1981-06-04,
00-41261070,Urmi,Prabhakar,Male,791879864015,MOABX1758T,Delhi,Rohini,North,2018-02-07,Operations,Inventory Specialist,High School,75420,Good,No,Paytm,1994-08-04,
00-47196940,Lakshmi,Sarin,Male,403220468293,JZMYA8413M,Gujarat,Surat,West,2015-11-25,Operations,Logistics Coordinator,Bachelor,126482,Satisfactory,No,BYJU'S,1996-12-22,
00-33017133,Aachal,Barad,Male,876664352738,EMVLD1501J,Gujarat,Surat,West,2020-07-04,IT,IT Support Specialist,High School,110428,Satisfactory,Yes,Ola Cabs,1999-01-21,
00-74113117,Janaki,Mani,Female,238100732802,TEZPR6181J,Tamil Nadu,Coimbatore,South,2015-03-05,Customer Service,Support Executive,Bachelor,59372,Good,No,ICICI Bank,1994-07-21,
00-51296699,Zaid,Goda,Male,355259567717,ITHRE0145E,Karnataka,Bengaluru,South,2022-05-20,Operations,Logistics Coordinator,Bachelor,79509,Needs Improvement,Yes,BYJU'S,2001-08-30,
00-18420060,Kiaan,Narayan,Male,149340811391,CRQKY4755V,Karnataka,Bengaluru,South,2016-05-05,Customer Service,Help Desk Technician,Bachelor,76903,Satisfactory,Yes,Ola Cabs,1969-05-31,
00-42091097,Shivani,Luthra,Female,757207937609,RTSNV7303C,Karnataka,Mangaluru,South,2015-03-16,Operations,Logistics Coordinator,Bachelor,98600,Needs Improvement,No,Ola Cabs,1979-07-15,
00-96238343,Anthony,Palan,Male,740565118427,TIRYG1921K,Karnataka,Mysuru,South,2016-02-29,Customer Service,Help Desk Technician,High School,91296,Satisfactory,No,Wipro,1971-09-29,
00-79527793,Kashvi,Magar,Female,826760924772,PZXNH7425M,Karnataka,Mysuru,South,2019-11-17,Operations,Logistics Coordinator,Bachelor,75521,Good,No,BYJU'S,1989-12-02,
00-15949112,Varsha,Anand,Female,421810097188,QDQRH8453L,Gujarat,Ahmedabad,West,2019-04-01,Operations,Operations Analyst,Bachelor,90668,Good,Yes,TCS,1976-03-25,
00-93590774,Prisha,Sami,Male,533005077169,NZQUB3254C,Maharashtra,Pune,West,2021-04-14,Operations,Inventory Specialist,High School,61660,Satisfactory,No,TCS,1990-03-24,
00-11569440,Shaurya,Naidu,Female,462368663361,EGZFC6632R,Telangana,Nizamabad,South,2018-08-07,IT,IT Support Specialist,Bachelor,102533,Satisfactory,Yes,L&T,1999-12-02,
00-76719473,Upma,Ravel,Male,697586213190,ODPUV5248L,Maharashtra,Pune,West,2020-04-29,Marketing,SEO Specialist,Bachelor,81626,Good,Yes,BYJU'S,1973-06-11,
00-30165383,Aarna,Shankar,Male,380174097381,RCXCU9384M,Karnataka,Bengaluru,South,2016-02-15,Sales,Sales Specialist,Master,77702,Excellent,No,Reliance,1991-04-15,
